Lp.,Kolumna 1,Kolumna 2,Kolumna 3 ,Kolumna 4,Kolumna 5
91,0.24697923799575811,-0.038489178028639812,-0.038345191889194385,-0.048487799945713957,1
92,0.27308934793181688,-0.45882772791669446,-0.45226607384768136,-0.45439781669141888,1
93,0.27034052163331324,0.16645545699836767,0.16386183653848702,0.15459436501781759,1
94,0.22809835422977764,0.55433728711558705,0.54728196628276105,0.5431531169854168,1
95,0.24703159659192009,-0.04361284065306157,-0.043266899928419957,-0.051793871303370043,1
96,0.268822122344616,-0.45674460376939308,-0.45738973647210313,-0.44743786330160212,1
97,0.26128248449729169,0.16400208277820658,0.15857361832612762,0.15257855906558157,1
98,0.22407796202448318,0.56180212696839427,0.55883077663620229,0.55569300076620964,1
99,0.24075230495220903,-0.047087207498381148,-0.053910654548204137,-0.071136632685493653,1
100,0.26762909433206816,-0.44669923310574572,-0.44854113372072946,-0.45606207206942445,1
101,0.25191777558375006,0.15375849742908893,0.15576121373228444,0.17406428299062027,1
102,0.2259591315865884,0.55334995358796135,0.54842263569914695,0.55191944194282161,1
103,0.23199719969398178,-0.05056905414315243,-0.057474778986944239,-0.047118996646050917,1
104,0.2597603453088686,-0.47243722301908192,-0.47140688064460878,-0.47506076267676939,1
105,0.25453196549212287,0.14564291502398291,0.15187171801739491,0.14671813619516633,1
106,0.22647149784903056,0.55826044192800928,0.54577478669324142,0.54439476369440076,1
107,0.23450293251030482,-0.05158630686858507,-0.060264744182432294,-0.045839950939808402,1
108,0.26006701708638874,-0.45426505025115099,-0.45870618117560419,-0.45448757428483938,1
109,0.25372414715133812,0.14169358091347972,0.14067819813791002,0.1358686870904601,1
110,0.22445943179652042,0.54441907304261883,0.54862085038461728,0.54204984656628952,1
111,0.22082424926298908,-0.056201343130290508,-0.059247491456999653,-0.057792670463641942,1
112,0.25961635916942316,-0.46947522243620449,-0.4725812091585273,-0.46410659637973922,1
113,0.27043027922673374,0.15560600789366144,0.15806873186313716,0.14557372687905459,1
114,0.23730224745510753,0.54103820369044564,0.54071096246443329,0.54112235143427745,1
115,0.2333641330437819,-0.059301720003024555,-0.06753510924949499,-0.055870362004552317,1
116,0.26103752106524819,-0.44892073354290379,-0.45771884764797838,-0.46662354889523983,1
117,0.25982579355407104,0.15023551188733322,0.15249254137188689,0.16460607658393223,1
118,0.23067701509075486,0.55309564040660308,0.54816458261806289,0.53462614561046673,1
119,0.23702549487539423,-0.064735794304692298,-0.066446798429271106,-0.07690729796248838,1
120,0.25998660924228284,-0.46121378394179013,-0.45368349584378048,-0.46923773880361269,1
121,0.2568525732720161,0.159132733335143,0.14972501557475398,0.15098162188264136,1
122,0.22507838520114948,0.55432606741640955,0.54408061211742897,0.5413691848161839,1
123,0.23542855769245402,-0.046997449904960617,-0.050698080683694434,-0.058076902842806942,1
124,0.26476620109192589,-0.47012970488822919,-0.46458530354464872,-0.45244184913479651,1
125,0.2577389295070438,0.16871435643278426,0.16855167079470956,0.14542787078974623,1
126,0.24115995402232726,0.55850353541018993,0.55363979581671507,0.54745026177042455,1
127,0.24125158156561072,-0.059432616493429485,-0.057399980992427137,-0.052085583481986754,1
128,0.26974774752676517,-0.44784738232158333,-0.44840275743087282,-0.45975709299856948,1
129,0.26216697078245649,0.16583089374414983,0.15309092532802374,0.16715294829723967,1
130,0.2362457257825534,0.55142764512887166,0.54702017330195118,0.5433214124730803,1
131,0.24094490978809058,-0.064294486137041376,-0.054310823818870653,-0.061828022267839809,1
132,0.26476994099165174,-0.44307527027139193,-0.45358999835063413,-0.46072572702756603,1
133,0.25241331229742586,0.17032625321462788,0.16130374512600198,0.18278198925158898,1
134,0.221678816350347,0.54723895743591378,0.54422272830701146,0.54171325559096251,1
135,0.24389569067179043,-0.053347799639462914,-0.0603058830794167,-0.073709683696882092,1
136,0.27213006365213499,-0.44962757459109043,-0.44894504289112186,-0.45012685120449208,1
137,0.26279153403667432,0.16096528420081208,0.16635260975590663,0.17292735347396027,1
138,0.22468569572993466,0.56912485063161899,0.56571593203150183,0.55409606358326946,1
139,0.23816616429178009,-0.068509353128080305,-0.071439564563287927,-0.081264281143109796,1
140,0.26080564728224515,-0.45138158756251656,-0.46334365683566475,-0.4554973472108203,1
141,0.25636264640792905,0.16815711137363182,0.16872370618209889,0.18217238559627455,1
142,0.22678377947613948,0.54950159677005617,0.55567804116730624,0.5459094230833722,1
143,0.23229826162191314,-0.054720342838851813,-0.060029130499703411,-0.060994024628974075,1
144,0.26060743259677482,-0.46147183702287414,-0.46544174058186955,-0.4774206394037841,1
145,0.25358764081134444,0.16924168229412986,0.17100504501487063,0.16969234021109542,1
146,0.22369088240285717,0.56725490076869134,0.56119813316266864,0.55117146199765055,1
147,0.23168491806687286,-0.07233901044735612,-0.069397579312970928,-0.07400139587549881,1
148,0.26925034086322641,-0.44482554334309221,-0.4474827420983124,-0.46234136370913553,1
149,0.26058499319841971,0.16880411402620479,0.16886208247195555,0.15299742783487735,1
150,0.23383723035910259,0.56937542391325124,0.56101861797582764,0.55556584417553057,1
151,0.24426968064437596,-0.057304613549417821,-0.065040596132349512,-0.060649953854195388,1
152,0.27285560419895094,-0.45738412662251432,-0.45580775888806629,-0.46508645010791333,1
153,0.25856918724618366,0.1812430205143995,0.18238181998092245,0.16836093590869095,1
154,0.23001879273900433,0.55820434343212144,0.55224481321897101,0.55011307037523349,1
155,0.23115011240607555,-0.070790691960852026,-0.076323873605254944,-0.073638625602090849,1
156,0.25233103450345706,-0.46961733862578703,-0.46888244832965642,-0.4633324371364872,1
157,0.24991505928055452,0.17393151655035241,0.17269547969095722,0.15325174101623554,1
158,0.22351510711574196,0.56342150354968967,0.56141504734676828,0.55922720600714293,1
159,0.2325675344021747,-0.080073123080424885,-0.082292753567720006,-0.081196962948044404,1
160,0.26322162250514769,-0.45739534632169188,-0.4617990782488865,-0.46110719679960327,1
161,0.25006839516931456,0.16712489904929576,0.16607959707591921,0.18067268580620657,1
162,0.22931195169081767,0.56422558199074846,0.55232335111321407,0.55117894179710225,1
163,0.24105710677986625,-0.068352277339594383,-0.067336894564024669,-0.067359333962379794,1
164,0.2714045231053191,-0.45981880134404612,-0.45385927113089569,-0.46368772761044341,1
165,0.26578345381735857,0.18567854158926389,0.18251271647132739,0.19255060733552301,1
166,0.23695630673046592,0.5662339081435328,0.56370012607926578,0.55861012255237674,1
167,0.2340204854456695,-0.074844743263679181,-0.070489630032920678,-0.075085966795996842,1
168,0.26173501236412017,-0.44592507386249369,-0.45218005615398665,-0.46120069429274962,1
169,0.26271299614243138,0.18026690668595127,0.17133789609047176,0.18624887629745684,1
170,0.23152597232852401,0.5552236433506148,0.55460842984571157,0.55095080791382511,1
171,0.24028668743634005,-0.074085543619330549,-0.067890399723451247,-0.077019494954264037,1
172,0.26059621289759727,-0.45302340354216702,-0.46096134071029493,-0.45715412278937423,1
173,0.26326837125172087,0.19481885651925426,0.18820484385407915,0.19669067633204482,1
174,0.23622515633406119,0.54590755313350925,0.54290254370378455,0.53543770385097733,1
175,0.24068498675714364,-0.037696319286758491,-0.044228054157964769,-0.05370869996300795,1
176,0.26543377319299111,-0.42710215854226397,-0.42637848794531097,-0.4176907008821491,1
177,0.25639443555559882,0.21358193344387028,0.2082731457830187,0.18528772206791203,1
178,0.22657995494108038,0.59028894318023406,0.58212661202855487,0.57346500426347402,1
179,0.22871730763440667,-0.072065997767368689,-0.075983542730202122,-0.079715962656605702,1
180,0.25157370480897134,-0.44691988718957121,-0.44883284589934619,-0.44645426967370222,1
181,0.24743363581244954,0.1982782637656704,0.19689637081696687,0.17769946552415161,1
182,0.21752565770478469,0.56401240770637473,0.56377118417405714,0.55536388959033434,1
183,0.23467122799796833,-0.076213546563342213,-0.070194177954578107,-0.066207444846816357,1
184,0.26185468915534754,-0.4324950939469473,-0.45461473087551846,-0.45050832097652938,1
185,0.25166720230211775,0.20889209918764773,0.20269695529176843,0.18609554040869677,1
186,0.22178914339225975,0.56371321572830635,0.56406289635267381,0.56615724019915281,1
187,0.2288407243253599,-0.080084342779602455,-0.075003689002028029,-0.073821880688657748,1
188,0.24684647155549025,-0.43913341596034045,-0.44134556664818386,-0.4442439889357217,1
189,0.25125020348268484,0.19784069549774533,0.18893412430062093,0.18135334755631224,1
190,0.21757240645135789,0.5702804796469082,0.57153895590465853,0.57075731686195474,1
191,0.24499896109091773,-0.036039543708204592,-0.032267854834679525,-0.036172310148472456,1
192,0.26816576994272839,-0.41853778817005532,-0.41441080882257403,-0.4159927864066108,1
193,0.25277234267110799,0.22149182136405424,0.22315046689247106,0.23922081601447129,1
194,0.23350811918322731,0.58940632684493222,0.58005844748015689,0.57806508092627606,1
195,0.24084767239521834,-0.052663397989631398,-0.050342790209738184,-0.05776649116556095,1
196,0.27799048652255026,-0.42211687220769883,-0.42794550593044434,-0.43456512844520823,1
197,0.26563385782832433,0.22890430262069944,0.22816567242484304,0.22696142471311762,1
198,0.24302242408580321,0.61039464410643218,0.61225898411977109,0.6032233863821046,1
199,0.24234176233569754,-0.048485929995851031,-0.053641381767942559,-0.046468254093752097,1
200,0.26675769769594387,-0.41907259383085266,-0.42120246672472722,-0.43021188516431264,1
0,0.25699281951173569,0.22229963970483899,0.22841998560620119,0.21449820887670484,1
1,0.24172280893106848,0.59558838109177104,0.59983129733075391,0.60162083934957566,1
2,0.25206176172319544,-0.044241143807005265,-0.047567784613153551,-0.041806469085473461,1
3,0.27083792829685199,-0.43389007654469131,-0.43585539385062827,-0.4271582570381518,1
4,0.26532531610094129,0.22402373347845828,0.21783606938203068,0.23559124333052872,1
5,0.23173727666303484,0.59312004727270651,0.58789727730554964,0.58345988628082235,1
6,0.2467286647141258,-0.040082375311854171,-0.052560550747170379,-0.062877064140942213,1
7,0.2769190052510927,-0.41390779230944647,-0.41578335202196287,-0.43003423992733453,1
8,0.26884456174297111,0.2042359240289579,0.2152069198747544,0.21023846308895566,1
9,0.24515603687940365,0.59555098209451252,0.59791272877139012,0.5931050876738031,1
10,0.26319170330734082,-0.061833632117428594,-0.054969046170621191,-0.057390631243112493,1
11,0.27977254874192031,-0.44870755925853001,-0.43637523991252219,-0.42564733754890627,1
12,0.26287942168023193,0.2131368853764935,0.21993789302796138,0.20631904817625929,1
13,0.24676793366124727,0.57850825904378989,0.57373801694346149,0.57240100279146822,1
14,0.27001328040730088,-0.054230415974764766,-0.066944205092809864,-0.06905537848805518,1
15,0.28633981266052222,-0.42585677193355415,-0.43197337793519047,-0.43706151151221662,1
16,0.2856703706095941,0.21291249139294219,0.20939137580104941,0.19128465127832101,1
17,0.25222444736127014,0.5804866659987673,0.57654668163757883,0.57257677807858343,1
18,0.28889229422341844,-0.068378456637675361,-0.074450183842601436,-0.083558709624922026,1
19,0.31085485536350371,-0.42705353984582783,-0.43615458582869671,-0.43990383530386667,1
20,0.33011720890152141,0.22318225604014083,0.22732793488625144,0.23287981602928362,1
21,0.33820474205868351,0.59540886590493003,0.59088919708623389,0.58632838937055332,1
22,0.41959430984260943,-0.039102521583680085,-0.045391162972705769,-0.036222798794771499,1
23,0.46075377627550995,-0.40489089407040935,-0.40769394891493788,-0.42592783002834539,1
24,0.45355446930323851,0.24999733707452335,0.24688013065302294,0.24554685640075552,1
25,0.44287705558592161,0.62060457035801719,0.61486569422869219,0.61683475143435496,1
26,0.47527767686086902,-0.016876297512922037,-0.025838967205934264,-0.021405316080932806,1
27,0.48240779568821213,-0.38549951399184962,-0.38556496223705206,-0.37319898379351152,1
28,0.49104509410507496,0.2629934886218705,0.26395651280127824,0.25776884870485067,1
29,0.42970325880159632,0.6283985213866996,0.62435381983318705,0.61229077326744086,1
30,0.41676320575013698,-0.02559400377389074,-0.036733295107350752,-0.038358281538234874,1
31,0.4223038671939916,-0.39171896723594696,-0.39616383806012601,-0.39895941310520283,1
32,0.39468844761827609,0.24742054616340903,0.24484562520215766,0.25637760600683246,1
33,0.35795515251092536,0.59257776181245758,0.59108741177170421,0.58832175592443425,1
34,0.35929216666291858,-0.058748214843597969,-0.056199473180427582,-0.049514402420461234,1
35,0.36623903040369482,-0.4083054225201152,-0.41069334849507383,-0.41838071238156938,1
36,0.33606925931522014,0.23284241703202507,0.2316736983676953,0.21944235631428555,1
37,0.30145274745270345,0.60074944271345132,0.59884022390340219,0.5968150682018516,1
38,0.29113062420934283,-0.068408375835482205,-0.071925751527649115,-0.071344197120278618,1
39,0.30523939592513194,-0.42302192794135585,-0.42231321694330626,-0.414281782282032,1
40,0.26801617395369415,0.20703710892362351,0.21310509622882373,0.21841014398994948,1
41,0.23771550637481453,0.5817769314041874,0.57095927144715097,0.56728481996649815,1
42,0.22881080512755306,-0.071572331003555784,-0.070220357252659099,-0.069395709363108002,1
43,0.23668890390006725,-0.43865844869515686,-0.44609897919974595,-0.45159850174661614,1
44,0.22322152498726233,0.20292695912490855,0.20464918294866491,0.19229068430457608,1
45,0.19376233484670013,0.55988729830875639,0.56365898718228147,0.55548543633142466,1
46,0.19854753654593199,-0.085166866507039807,-0.09259991721217721,-0.10053411448057922,1
47,0.22283257541577337,-0.44074905264190994,-0.44703769403093563,-0.43697923371824782,1
48,0.20762614313044572,0.18678555190811708,0.18263239326255476,0.19247019949141711,1
49,0.18206766840395061,0.5443741942459086,0.54823190081312834,0.53716740747418545,1
50,0.1927394722716787,-0.09227267598616487,-0.099537431203638796,-0.11153689947404552,1
51,0.20805623159891909,-0.4674743760828719,-0.46725185204918351,-0.4684392702121426,1
52,0.19895331566618729,0.19309476274563495,0.19011219271426535,0.20125522394745121,1
53,0.17156229007402307,0.52868905479567141,0.52937158649564009,0.52658723114974082,1
54,0.18000137380541556,-0.1150935441133339,-0.12608697935748556,-0.12781668298069362,1
55,0.20817964828987232,-0.45685680076116875,-0.45765152945291299,-0.46974075531674025,1
56,0.1997386946086169,0.18449299337616776,0.17783784181400827,0.16274921637004505,1
57,0.17223547202467704,0.53808368290702002,0.53923370207272048,0.53289270208753281,1
58,0.19816606677389476,-0.11067298263737295,-0.11623982337930856,-0.11982825716626672,1
59,0.22107108264489553,-0.45485595440783616,-0.46235258340831309,-0.46887683848006767,1
60,0.21409616965617539,0.18509137733230463,0.18615163890458458,0.18773174653875846,1
61,0.18755036140205447,0.53306473747492211,0.52628990912153528,0.52390572304630256,1
62,0.19021503995672637,-0.12055379771308264,-0.1221264255478048,-0.12000403245338191,1
63,0.22161710800487039,-0.47846968127688649,-0.47668013925806474,-0.4694228638400425,1
64,0.21322477302005111,0.17960868433420074,0.17879899604355307,0.1896615347972998,1
65,0.18899396269623461,0.54451257053576518,0.54490712995684298,0.5412812971726263,1
66,0.18928380492498842,-0.13894288466511315,-0.14118869445048926,-0.13757034146572425,1
67,0.22482594196965425,-0.46425806231863637,-0.46289486886856213,-0.45698769725157368,1
68,0.21756305670204326,0.19785191519692288,0.20193775564741981,0.18557382439693995,1
69,0.18855639442830954,0.55713473211052689,0.5517436666557064,0.54849182384407524,1
70,0.2010719688608843,-0.12727813742017047,-0.13098624799835601,-0.14178520845676318,1
71,0.2370105352764908,-0.46091833186344755,-0.46011986327197746,-0.47253820031167998,1
72,0.23541733799327644,0.23825779183506354,0.23368576442020544,0.2213459652747459,1
73,0.20424527377827253,0.55226164276773737,0.55347898012850327,0.54952403616841128,1
74,0.21501805493859871,-0.116641862599838,-0.12050704896650945,-0.12117836096730047,1
75,0.2405410006176982,-0.4547661968144156,-0.45703444599814685,-0.44607466985152788,1
76,0.23813250519424739,0.20376469666350014,0.20760744363181644,0.22108043239421016,1
77,0.21917495348388688,0.56141691729663112,0.55537136938978604,0.55208960738034807,1
78,0.23362405607472883,-0.1251015157797227,-0.13427361985738281,-0.13488509346256014,1
79,0.26385179560895428,-0.45358438850104532,-0.45259892492328246,-0.46807276003900877,1
80,0.24754957270395103,0.22191069013335005,0.22084294876161836,0.22406861227516855,1
81,0.21895429940006142,0.55450932250297646,0.56343085329900422,0.55636805266672651,1
82,0.22617417582082508,-0.11651844590888477,-0.12670780271197754,-0.12536704866025841,1
83,0.25646175375066421,-0.46389155214550254,-0.46333617703621305,-0.4513554082644356,1
84,0.23860747245943101,0.2349479805776816,0.22577213660029563,0.21209719325270573,1
85,0.21580904373061713,0.56620772884545179,0.56411151504910995,0.5589336238786633,1
86,0.23835128932820993,-0.10514915074228466,-0.10629916990798517,-0.12128307815962443,1
87,0.25937887553683137,-0.42687028475926092,-0.43486058052355075,-0.44884967544811255,1
88,0.24870520171924032,0.22961488356861195,0.23024505667241857,0.21986496498330718,1
89,0.23250769600656102,0.5741587556626202,0.57064511987017918,0.57056845192579908,1
90,0.23598767270146939,-0.10509679214612269,-0.1081205010744767,-0.10649551464359258,1
91,0.25840650160810896,-0.44862528146456121,-0.44369048377629516,-0.4379179485494375,1
92,0.25575117280275173,0.25416358536912614,0.24877999971375744,0.26628460038062318,1
93,0.22740647278049439,0.57630919800498703,0.57838297240297376,0.5646107916625116,1
94,0.24523644472350953,-0.098970836395171707,-0.096362256336387647,-0.099187750579271317,1
95,0.25847381980317435,-0.42492553690181617,-0.43382462829948887,-0.42642149679215829,1
96,0.24635280479167734,0.24512050783200803,0.24253810707130494,0.25586523974439029,1
97,0.2388430861421599,0.59477308295153464,0.59456551851674966,0.58709880871407949,1
98,0.24930545562524012,-0.10220210975831069,-0.10460125543244686,-0.10210487236543846,1
99,0.2770723411398528,-0.42162320544388593,-0.42800908422578388,-0.42744622931704263,1
100,0.25989498169899938,0.25412244647214172,0.25185419728841046,0.26145638983454395,1
101,0.23158020087454892,0.57581553124117413,0.58155814727022492,0.57118927528029106,1
102,0.24813486701104739,-0.089621087080533471,-0.09540484200656868,-0.091674292030028026,1
103,0.27439083303641454,-0.44148581288790345,-0.439299841498141,-0.44251428531251363,1
104,0.26032507016747275,0.25217769861469697,0.23908243972461465,0.25069669832325825,1
105,0.22340478007382922,0.57501893259956693,0.57176708978793567,0.55786401255706863,1
106,0.23203459869124032,-0.11072908113326077,-0.11859222030687154,-0.11441288236322825,1
107,0.28019141751121607,-0.43199394738368269,-0.4307167716273031,-0.45335251471804233,1
108,0.2718925800195432,0.23702362492553131,0.24136751845711224,0.24246143912692492,1
109,0.24003611415470774,0.584682833491177,0.57232807474681402,0.56665651681255447,2
110,0.24760754114970179,-0.10075102866467883,-0.1115013704266499,-0.11699715307379425,2
111,0.2664024072219876,-0.44815779399882927,-0.44249371586402142,-0.44217395443746083,2
112,0.26123386580085556,0.24418927280027006,0.24051108141989136,0.226047019230146,2
113,0.23555945418285895,0.55147626382530779,0.55418956107641582,0.54431061595056907,2
114,0.25683387377338684,-0.11782367091320828,-0.12911629813542835,-0.12090534828731304,2
115,0.27438335323696283,-0.46251900894611364,-0.46454416464766429,-0.47803585290868728,2
116,0.26622289203514654,0.23405040464347635,0.2306190466450041,0.22709419115338547,2
117,0.25134557092569415,0.55613243898399767,0.55272726028360641,0.55171561740776254,2
118,0.25319121144040374,-0.13775733645201702,-0.14308482361149791,-0.15565275664023462,2
119,0.30133307066147608,-0.47420993548913731,-0.47406968924941773,-0.46402244863590747,2
120,0.30382945372848452,0.22617043592109923,0.23270217079230551,0.23012350993132827,2
121,0.30684942275711269,0.56402362740555234,0.55861760235182845,0.54914256639637404,2
122,0.34701033596320979,-0.12361303568883228,-0.12452370127207804,-0.11657080450504675,2
123,0.40386990144525087,-0.44071913344410313,-0.44513782497020116,-0.45843877834520552,2
124,0.4214904390036181,0.2635619533802005,0.26669785930033019,0.26360309227718492,2
125,0.4252097692809812,0.60291858455444747,0.60195556037503972,0.59208035514891877,2
126,0.43838356606530648,-0.088648713151811082,-0.089679055526284218,-0.095070120981104636,2
127,0.45479611601222247,-0.40909454136227069,-0.41206963159418858,-0.40909454136227069,2
128,0.43557677132105205,0.27177851307790457,0.27423749714765444,0.29123347145180384,2
129,0.40058252958622403,0.59171758487551085,0.58763548432473978,0.57835492315502979,2
130,0.40592871624433419,-0.095623626140531215,-0.098482779480947594,-0.10309968569251596,2
131,0.41740459855312118,-0.42464504442237705,-0.42273582561232792,-0.43872576689022225,2
132,0.39537658916783347,0.27483775105365421,0.27177290322831582,0.28756088992101397,2
